"","CIAS_Total","Tobacco_Use","Alcohol_Use","Illicit_Drug_Use","Unprotected_Sex","Gambling_Behavior","Grade_Point_Average","Family_Morals","Social_Support","Intolerance_of_Deviance","Impulsivity","Social_Interaction_Anxiety","Depression","Family_Conflict"
"1",34.2433522239823,3.72274974952362,2.22219299908996,6.35167870155368,2.25410270174377,5.64888298485558,4.17418337444112,2.23688823595491,81.0550110268007,30.0544435408294,0.302819674638195,20.1083379379451,0.00832197596903717,1.50546664018618
"2",45.3392032463614,4.44447063683724,-3.42473753987604,0.994255405914996,0.920944858090912,1.0675190722638,4.11066974186574,1.64121794328024,56.9971945450824,35.7169736588697,0.391567478157158,20.8669654479538,0.833874822983976,3.66554664362691
"3",35.0588291122373,3.54875751275011,-0.180506632061719,5.72200262226032,0.980793150204271,3.44774460095364,3.9893317978347,1.37054664599616,85.6431314394483,42.5993833112913,0.038304678310764,39.3914933883012,0.654061317143402,4.26756190366615
"4",44.2532780532504,3.43664755356704,1.07550984107688,1.88223033420128,-0.675316057469628,1.8154901825941,3.41477766523809,1.35773059520044,86.5851352303388,32.6663531789788,0.181735392300668,20.354820550035,-0.568859551667424,3.10774597318719
"5",26.9141959177603,7.0368405758188,2.0807447497351,2.32443836496512,2.30744799364924,8.24132759253308,2.84021988887097,1.24579854289865,54.7895685807208,33.2723430491373,0.325660537917162,23.1158450927255,0.146406983628886,3.64605503358419
"6",60.2019820063642,1.98245621748331,1.85141861182188,2.53716142438664,-0.464838314416544,3.41410382337306,3.22627871205398,1.74588717502902,55.9098695804933,34.0564435889578,0.121816136449277,42.4617063068823,0.503566291426845,3.24726640210445
"7",27.0986191691646,6.11086310403201,4.99961407630939,7.42362419494286,3.35475635545601,3.93086943664696,3.02610594003536,1.58219964176261,62.3868199221047,31.9791509409563,0.258629201907907,-4.93334900246427,-0.519319735990171,4.15331682459651
"8",55.0153492314471,5.07691071562485,1.16664428725975,4.49863982707734,3.43246894911789,6.83034852620859,3.04062968623105,3.08622747851761,76.9541533267766,33.4423685460397,0.819614228299223,23.9595195205654,1.36053271008827,1.49995000132553
"9",34.3335522315013,2.94391507783016,1.11628507495516,-0.185150341581812,0.535156992227386,2.6545155081723,2.84669273716822,4.4179877528019,71.9754238870158,27.2736046593972,0.663897489477906,3.56106817870565,0.0902488739987862,2.64685921191948
"10",36.8446617487221,3.52645920731902,0.874751036441304,6.77571634707136,4.6921783206717,6.08734841924757,2.43513543085863,3.11785996074037,63.1619156051854,40.7235215538406,0.461102943269672,22.4249113641378,0.337750719142855,-2.21370411846924
